From	To
54851_at	5515
56899_at	79814
150244_at	42402
6293_at	851772
10791_at	853659
8690_at	854021
51341_at	100874241
152405_at	40368
93654_at	14167
267_at	2475
9071_at	855533
7360_at	852285
113026_at	233406
140893_at	235599
7292_at	852361
7913_at	855946
170063_at	68021
8823_at	855754
80149_at	55757
10795_at	853663
145663_at	33460
10336_at	850653
5694_at	856761
4927_at	852983
9675_at	854974
10249_at	850774
56271_at	79954
11267_at	1466428
83734_at	121268
254099_at	828616
7317_at	852338
5407_at	850521
57467_at	647589
4584_at	856361
10695_at	853725
7122_at	852560
93164_at	19821
9058_at	855520
54433_at	66035
57541_at	128646
90874_at	100534012
54143_at	387718
51019_at	125228
7589_at	856270
8722_at	854006
7456_at	852193
5217_at	852664
11162_at	853308
57817_at	84795
7770_at	856079
64149_at	119504
10935_at	853559
5649_at	856809
930_at	5523
5662_at	856776
10291_at	850728
8581_at	854131
90203_at	7011
51073_at	29934
5307_at	850614
79414_at	130367
9499_at	855175
55683_at	83549
57556_at	326625
221833_at	100507577
145258_at	32753
9963_at	851098
1136_at	1841
90379_at	57684
9765_at	854919
11146_at	853344
9050_at	855513
56107_at	79960
9541_at	855125
80274_at	10236
8332_at	854396
1811_at	5794
57608_at	80223
6597_at	851425
4149_at	854740
56965_at	25852
57710_at	9373
116113_at	319660
4204_at	854699
89927_at	259266
81849_at	144453
58529_at	7090
151121_at	50109
5150_at	852738
114836_at	319278
1182_at	5334
5435_at	850499
10096_at	850950
92002_at	4093
65260_at	92822
221786_at	387263
90273_at	120224
5915_at	852149
4342_at	856588
225689_at	84892
9332_at	855326
154822_at	40079
92579_at	20823
51271_at	57408
92241_at	18029
8859_at	855745
79002_at	23536
56474_at	26353
139212_at	215193
79846_at	414
9328_at	855322
139170_at	77531
83884_at	57721
10020_at	851014
10102_at	850907
7352_at	852274
9907_at	851133
1954_at	3791
7862_at	855985
144699_at	31776
1181_at	2794
80321_at	9152
2237_at	850340
6452_at	851607
56993_at	4773
84814_at	55888
144124_at	32531
55362_at	83990
8521_at	854213
54894_at	100124541
7737_at	856141
7639_at	856223
4077_at	854860
116985_at	66079
834_at	10320
321_at	8976
6005_at	852054
973_at	6446
139231_at	14812
200728_at	10097
9693_at	854941
8209_at	854497
9904_at	851131
2178_at	850479
79888_at	51059
2029_at	394
7179_at	852476
259249_at	819970
5737_at	856709
8683_at	854014
10523_at	853925
54908_at	90523
658_at	7058
51734_at	150572
113451_at	54427
5179_at	852721
661_at	2619
84314_at	152137
1870_at	5781
90871_at	79400
11313_at	851225
10886_at	853603
147372_at	36978
254559_at	827660
220388_at	80307
115098_at	474156
1856_at	5966
92922_at	21418
8702_at	853988
8536_at	854183
140836_at	242585
5373_at	850534
6361_at	851704
7182_at	852478
55702_at	7756
254048_at	828673
57698_at	84293
7763_at	856121
84925_at	4093
57602_at	583
394_at	642
55147_at	347736
9145_at	855422
54813_at	84912
6634_at	851414
54769_at	284996
221458_at	3355
10478_at	853972
55014_at	339745
152137_at	43591
146513_at	35268
1535_at	1112
165324_at	102639983
55249_at	149428
55971_at	57534
55559_at	51239
4082_at	854817
60494_at	57506
10962_at	853541
8482_at	854220
4099_at	854835
147687_at	37581
9319_at	855359
84229_at	57605
142685_at	59151
611_at	2695
65009_at	101928345
57449_at	933
83540_at	389337
113802_at	230895
10636_at	853805
163404_at	76260
7263_at	852380
7168_at	852513
114026_at	109801
9149_at	855426
6165_at	851885
5369_at	850529
63932_at	2043
143872_at	43671
6387_at	851685
84677_at	1630
11180_at	853282
9976_at	851066
6282_at	851761
4236_at	854686
5644_at	856802
259240_at	820332
162968_at	73833
256646_at	820561
112479_at	22724
5081_at	852809
253868_at	828859
9922_at	851103
90627_at	8812
10263_at	850743
56905_at	3034
1674_at	7525
8912_at	855703
79944_at	100506084
4174_at	854716
55079_at	10848
8985_at	855585
80208_at	3200
7105_at	852542
84226_at	27067
8842_at	855775
117178_at	215445
114034_at	100503120
54749_at	79956
8829_at	855760
116841_at	56794
4969_at	852934
10763_at	853632
11124_at	853317
3983_at	854622
6297_at	851776
83643_at	23527
1201_at	9363
3128_at	853327
8676_at	854037
64425_at	154791
56181_at	6457
8630_at	854087
6550_at	851467
6795_at	850464
4090_at	854826
163087_at	170755
1289_at	2949
55870_at	57337
54848_at	155435
9570_at	855108
51100_at	54902
113000_at	382097
5063_at	852838
7637_at	856221
10916_at	853587
10747_at	853682
4520_at	856392
162655_at	320661
1453_at	4087
10190_at	850862
866_at	7057
84922_at	143425
221091_at	10022
51588_at	25816
7531_at	5848745
64083_at	3480
85366_at	6712
57047_at	64800
6612_at	851439
10894_at	853611
6160_at	851928
127_at	26469
50939_at	2595
5552_at	856903
5740_at	856712
57580_at	151649
5008_at	852875
5188_at	852684
2859_at	851145
91869_at	6331
79883_at	3187
11177_at	853279
5651_at	856811
7093_at	852578
4240_at	854645
5261_at	852640
57666_at	79991
84849_at	25852
6487_at	851542
54738_at	85369
1909_at	596
58473_at	11278
51808_at	26156
80343_at	101929529
64446_at	1468
9929_at	851110
83447_at	147372
7336_at	852311
9162_at	855444
57699_at	162394
173_at	1016
9001_at	855602
51642_at	55178
899_at	3549
8807_at	855785
79074_at	221472
6832_at	850411
57493_at	4087
4140_at	854780
6898_at	850323
8698_at	853984
10527_at	853929
5034_at	852856
91316_at	57710
57763_at	57690
9988_at	851029
155038_at	31664
8600_at	854105
147495_at	37226
54465_at	1810
64743_at	130026
6429_at	851632
254428_at	827864
221883_at	5316
8642_at	854052
91807_at	54888
8443_at	854273
10134_at	850896
57614_at	79137
55173_at	286053
11006_at	853489
7556_at	1466518
148823_at	2768962
5311_at	850618
9127_at	855454
10650_at	853773
336_at	6915
7125_at	852516
4499_at	856420
8590_at	854143
833_at	3681
9622_at	855012
9941_at	851076
143098_at	43598
7109_at	852546
6905_at	850330
9942_at	851077
5037_at	852860
4924_at	852979
9900_at	851125
142678_at	38765
55072_at	51327
9751_at	854879
154288_at	33513
51253_at	57659
10163_at	850879
8500_at	854240
55847_at	201895
91574_at	64224
163126_at	106583
150568_at	43040
11145_at	853342
65056_at	284541
9445_at	855213
7766_at	856075
1669_at	7474
5600_at	856851
9653_at	854997
54940_at	23762
9776_at	854929
84532_at	2893
8904_at	855691
6887_at	850368
776_at	5281
10246_at	850771
1579_at	5008
140564_at	53859
5092_at	852773
5026_at	852847
56006_at	81849
10799_at	853667
80777_at	100506207
2053_at	1000
9623_at	855013
150468_at	42809
7391_at	852265
56731_at	84622
8818_at	855796
1716_at	8844
145407_at	33006
8884_at	855721
6337_at	851724
64407_at	171024
55900_at	51363
5976_at	852119
11052_at	853436
83591_at	54832
9180_at	855412
5079_at	852806
51020_at	1
58515_at	5629
79444_at	54558
6423_at	851624
92689_at	16068
10683_at	853760
6596_at	851424
10250_at	850775
79982_at	4835
148581_at	39289
64710_at	114825
92856_at	19934
54088_at	348235
85300_at	7776
117289_at	101604
5176_at	852717
10537_at	853890
1747_at	1777
266812_at	819092
89870_at	8540
1660_at	7334
8661_at	853992
54704_at	55692
150992_at	43820
10635_at	853804
9202_at	855388
113612_at	27784
57514_at	55617
163071_at	229681
488_at	6453
50813_at	191585
7482_at	852170
81501_at	285370
10929_at	853552
54471_at	286006
10344_at	850688
2056_at	2260
4142_at	854783
10548_at	853902
7067_at	852597
5601_at	856852
8449_at	854279
5580_at	856883
83549_at	84859
221178_at	80115
5774_at	856649
5212_at	852659
84272_at	155368
6615_at	851441
8629_at	854086
5616_at	856821
4504_at	856425
6525_at	851535
148979_at	39991
148398_at	45879
55687_at	26993
90187_at	388323
1593_at	2247
64101_at	152485
1215_at	2690
166815_at	18072
51150_at	58490
10160_at	850877
11098_at	853387
9324_at	855364
51490_at	79802
10609_at	853823
10509_at	853959
55278_at	53836
5354_at	850565
51179_at	10564
116228_at	319711
8496_at	854234
54956_at	79587
54878_at	5989
7626_at	856260
6448_at	851598
64783_at	27201
11259_at	853217
64924_at	64216
114971_at	29864
147199_at	36600
153020_at	38344
11056_at	853441
5719_at	856739
54622_at	11035
10141_at	850900
5015_at	852882
53833_at	23254
8736_at	1466511
5270_at	852608
146542_at	35312
54832_at	117584
5168_at	852709
10969_at	853497
56159_at	57706
55203_at	93556
152573_at	3771756
79893_at	100505549
6601_at	851428
57648_at	5611
8646_at	854056
54879_at	51307
8477_at	854262
8631_at	854088
9553_at	855090
54681_at	25962
11213_at	853269
1124_at	4297
57595_at	196383
5629_at	856835
51112_at	79654
92521_at	11906
92270_at	56191
65082_at	317649
60678_at	51735
5098_at	852779
1582_at	1048
64376_at	112770
51093_at	284459
6783_at	850450
56146_at	57728
8569_at	854170
10900_at	853571
7711_at	856159
51061_at	23164
84843_at	255101
113235_at	53867
151742_at	38185
9619_at	855057
974_at	9020
9217_at	1466499
57448_at	649179
51090_at	1107
51114_at	126282
9024_at	855578
551_at	2033
54546_at	101929926
6916_at	850296
56919_at	57599
7850_at	856020
112937_at	100040724
143903_at	41864
54407_at	196883
53616_at	100996570
149420_at	40844
57510_at	51122
538_at	947
9515_at	855145
79803_at	100240735
57461_at	30835
116179_at	70823
2322_at	851934
9645_at	854989
7415_at	852243
54662_at	84304
8815_at	855793
597_at	4254
1736_at	3489
8411_at	854335
8971_at	855618
57539_at	54923
9032_at	855539
6307_at	851739
4190_at	854736
51145_at	84173
10587_at	853848
1769_at	22983
768_at	3841
4926_at	852982
55092_at	54903
80271_at	3042
7102_at	852539
666_at	5141
11034_at	853419
1041_at	1946
117194_at	70122
79870_at	57732
8549_at	854149
79998_at	283104
253152_at	829721
154007_at	41392
6514_at	851522
10944_at	853523
266695_at	816500
7867_at	855990
89797_at	6924
11067_at	853401
10166_at	850882
54460_at	285548
1357_at	7375
9732_at	854935
8996_at	855597
256130_at	838396
84071_at	150209
57650_at	8496
4952_at	852962
350_at	7716
51337_at	100506334
5567_at	856864
53342_at	9657
9126_at	855453
7355_at	852277
566_at	5371
55795_at	388555
4990_at	852900
55280_at	282566
79582_at	4651
57605_at	130497
64116_at	100287413
8825_at	855756
55140_at	55022
4218_at	854668
154467_at	41830
8277_at	854430
4940_at	852950
80852_at	56852
54165_at	100874200
419_at	4288
80011_at	1588
2108_at	856418
84641_at	5151
10526_at	853928
10121_at	850930
10804_at	853673
10227_at	850798
83942_at	101928521
79840_at	84503
152404_at	32122
51412_at	6616
4756_at	853151
9053_at	855517
54816_at	28512
9355_at	855303
79643_at	100616403
10022_at	851016
84285_at	80055
11222_at	853226
79842_at	4040
55691_at	55230
5739_at	856711
93556_at	16679
6095_at	851956
8438_at	854268
7979_at	855876
945_at	5713
257629_at	822214
90993_at	51286
9970_at	851060
572_at	7272
5116_at	852751
864_at	3110
80099_at	9818
7163_at	852506
6817_at	850439
11211_at	853267
64601_at	117177
6229_at	851857
81532_at	254251
55916_at	8139
257106_at	822550
115509_at	97998
85452_at	23118
140880_at	243813
147179_at	36550
63967_at	79646
255104_at	826435
148345_at	38848
130916_at	382252
1010_at	5600
133619_at	18286
1292_at	1844
204474_at	7701
55586_at	100131801
65258_at	415
6926_at	850307
4714_at	853201
147744_at	192481
84233_at	134121
6910_at	850343
79634_at	29777
93273_at	20617
84166_at	27163
6342_at	851729
1346_at	4504
79089_at	11083
6543_at	851504
10216_at	850786
51555_at	84925
116984_at	78455
4008_at	854598
56996_at	60493
5813_at	856638
4718_at	853205
5595_at	856846
5770_at	856645
7781_at	856090
5527_at	856926
383_at	7039
170954_at	23874
54971_at	2217
4899_at	853003
129303_at	380718
116379_at	227446
5763_at	856686
10661_at	853783
6004_at	852053
55815_at	4660
79947_at	127396
63027_at	155038
4842_at	853043
55800_at	64744
81569_at	6650
4993_at	852903
5989_at	852086
116092_at	26931
57082_at	26119
4522_at	856394
6449_at	851604
5256_at	852635
8243_at	854485
55721_at	23114
11197_at	853256
112812_at	70427
160313_at	231386
317_at	5641
9374_at	855275
6482_at	851536
6376_at	851670
8174_at	854557
6727_at	851373
146722_at	53557
151963_at	33626
9559_at	855096
5004_at	852871
55652_at	55741
79838_at	145781
58499_at	29995
7283_at	852352
80168_at	3745
78991_at	441024
91662_at	84303
58525_at	80223
220929_at	26290
6299_at	851778
1621_at	988
152789_at	39646
53904_at	57585
54344_at	389072
64410_at	57459
54093_at	51499
56288_at	57488
1594_at	5432
114757_at	66877
57685_at	6657
6329_at	851717
55020_at	100302254
84663_at	141
53354_at	9329
84068_at	100616388
6041_at	852044
64518_at	23301
54923_at	221981
286_at	723790
10052_at	850999
10193_at	850811
1361_at	7013
84547_at	84928
55622_at	50515
4193_at	854688
57709_at	57636
2195_at	852738
10388_at	850683
8140_at	854568
9406_at	855264
80184_at	116236
57148_at	55037
1583_at	7133
5082_at	852810
8239_at	854481
51340_at	100874161
153769_at	40348
57670_at	55824
57794_at	55070
6867_at	850398
10541_at	853894
55064_at	132660
477_at	3663
255027_at	826578
148808_at	39681
4319_at	856613
7812_at	856027
4888_at	852990
56267_at	8905
63035_at	10949
54497_at	54456
7804_at	856068
64858_at	23271
4948_at	852958
7318_at	852340
2018_at	2697
55195_at	100507516
54210_at	102659353
56892_at	4524
57630_at	8871
93986_at	67872
8672_at	854033
51003_at	56914
80816_at	84626
116448_at	240613
81790_at	120892
5710_at	856728
6869_at	850400
140832_at	56417
56751_at	26091
8553_at	854153
9091_at	855509
8659_at	854070
4153_at	854746
8667_at	854027
1394_at	387
64375_at	284273
9443_at	855210
164592_at	66383
9530_at	855113
7082_at	852566
1147_at	7025
7302_at	852370
54840_at	7008
54942_at	130540
4116_at	854806
57724_at	10807
83593_at	84950
113540_at	242642
1690_at	56101
91419_at	29761
4234_at	854684
63874_at	55366
2902_at	850797
6233_at	851808
144233_at	5740596
9104_at	855476
253017_at	829953
10210_at	850827
8909_at	855699
255403_at	827938
4881_at	853037
155054_at	40528
4211_at	854708
51274_at	116224
79796_at	9400
3976_at	854584
274_at	7707
6059_at	852017
9696_at	854945
116349_at	106628
10602_at	853816
51056_at	54776
81034_at	29094
4776_at	853125
1506_at	3561
53981_at	56649
7414_at	852242
57558_at	5864
5045_at	852867
10294_at	850731
60675_at	11198
112936_at	54375
6442_at	851592
757_at	302
56125_at	6675
83849_at	283177
6510_at	851520
79980_at	1767
5325_at	850585
9695_at	854943
10048_at	850995
4953_at	852963
7695_at	856191
92482_at	57778
163479_at	102920
171391_at	233875
55830_at	57674
4862_at	853065
1577_at	367
55030_at	55964
8515_at	854206
10933_at	853557
63917_at	54617
6503_at	851560
832_at	7322
5243_at	852625
84255_at	29797
5213_at	852660
8412_at	854287
3987_at	854623
51285_at	56995
79885_at	11124
4356_at	856556
166_at	8111
539_at	6259
246778_at	832804
11325_at	851264
4758_at	853153
222696_at	8313
7347_at	852321
84631_at	50484
139716_at	320492
56253_at	80198
2561_at	856091
8883_at	855720
81786_at	353149
89886_at	153643
10369_at	850641
59283_at	55601
5724_at	856692
753_at	22795
84872_at	79884
10081_at	850935
975_at	10733
8538_at	854185
54827_at	23594
1360_at	7518
149840_at	41651
7832_at	856050
146434_at	318949
3950_at	855541
6311_at	851743
7290_at	852359
4345_at	856591
6595_at	851423
5597_at	856848
94031_at	59021
4711_at	853198
221908_at	84900
11144_at	853341
6261_at	851785
57559_at	55080
55665_at	28978
9120_at	855447
59084_at	6760
6576_at	851448
161514_at	12465
10584_at	853845
1825_at	8826
8497_at	854236
9486_at	855163
9455_at	855223
4135_at	854775
6038_at	852042
8632_at	854089
54993_at	427
56912_at	57633
956_at	10383
115286_at	234595
56997_at	51755
92259_at	213773
143879_at	42524
9181_at	855412
1036_at	3600
51198_at	152100
63928_at	25820
80111_at	9782
54578_at	207063
79000_at	126308
83873_at	83734
1234_at	2042
4233_at	854683
79699_at	23493
5701_at	856719
9705_at	854954
8462_at	854248
148145_at	38487
9802_at	854909
81494_at	7112
9943_at	851079
4085_at	854820
10247_at	850772
80310_at	830
6866_at	850397
9915_at	851143
1902_at	2067
4059_at	854841
54675_at	3551
7322_at	852343
9583_at	855075
1677_at	3488
10260_at	850740
4858_at	853061
4913_at	852968
54431_at	81559
5310_at	850616
145864_at	33842
7108_at	852545
9444_at	855212
10067_at	850968
1647_at	10788
80224_at	493812
51562_at	100507459
9961_at	851096
8444_at	854274
5771_at	856646
259287_at	820322
54629_at	63891
6614_at	851440
8562_at	854162
5524_at	856923
162681_at	140546
53635_at	9712
221756_at	113791
64067_at	55975
252969_at	830045
56052_at	29118
116443_at	74287
131375_at	226971
10777_at	853649
55506_at	23542
1408_at	2249
5149_at	852737
4001_at	854596
9603_at	855041
9321_at	855361
10531_at	853934
10603_at	853817
1616_at	2254
11005_at	853488
9514_at	855144
4188_at	854734
148203_at	38584
146849_at	35895
54520_at	23230
55748_at	63875
137492_at	11798
10798_at	853666
83543_at	79844
10489_at	853938
149954_at	41880
54434_at	10655
5362_at	850576
775_at	3351
8428_at	854303
1421_at	814
10325_at	850716
5536_at	856937
55111_at	115416
256227_at	842082
84126_at	100874242
79690_at	55757
57189_at	79573
146923_at	36064
57492_at	55785
255762_at	838242
10202_at	850819
8986_at	855586
10233_at	850805
56945_at	118491
7561_at	856292
9957_at	851091
10606_at	853820
590_at	3384
255488_at	828217
8490_at	854228
6284_at	851763
7572_at	856304
79867_at	100506403
92797_at	26554
8879_at	855716
51111_at	100873942
219927_at	51077
55614_at	54492
63934_at	22
91433_at	6258
51385_at	100130175
4825_at	853080
93343_at	56312
57447_at	163859
7265_at	852383
1798_at	25800
1604_at	2044
63892_at	130617
154754_at	38890
84274_at	100506436
5538_at	856693
151354_at	32826
7221_at	852427
4318_at	856612
56834_at	9392
55061_at	80176
8787_at	855767
59272_at	140890
5993_at	852090
660_at	1591
57414_at	89884
80759_at	266629
750_at	7201
54941_at	169792
50999_at	9699
5048_at	852821
65059_at	7468
94039_at	67427
10948_at	853527
84749_at	89846
57129_at	101927905
90550_at	399821
811_at	7353
84939_at	3134
51053_at	57147
80070_at	55317
144809_at	31987
9159_at	855441
4285_at	854640
10090_at	850943
80778_at	3696
9360_at	855308
79697_at	93973
94081_at	76938
94097_at	14632
58155_at	347689
8554_at	854154
64398_at	79693
51773_at	55809
7164_at	852507
7252_at	852414
275_at	1845
112939_at	71889
9130_at	855457
83590_at	222008
2762_at	855259
11136_at	853333
145567_at	33309
90024_at	23309
9926_at	851107
5173_at	852714
847_at	1984
54020_at	7716
85445_at	9931
10528_at	853930
51528_at	8284
204_at	3201
8390_at	854314
57680_at	23308
147_at	7251
148741_at	39561
149076_at	40172
7553_at	856330
56126_at	56475
2000_at	472
219409_at	79753
143279_at	117419
4947_at	852957
255022_at	826627
132200_at	14245
153642_at	42393
9525_at	855156
79857_at	101928408
80095_at	57584
405_at	6256
256076_at	838386
64342_at	1490
5594_at	856845
8611_at	854116
4074_at	854856
8668_at	854029
257194_at	820499
5118_at	852753
5257_at	852636
4843_at	853045
57228_at	152007
3077_at	853499
92565_at	66118
10656_at	853780
663_at	1964
10123_at	850933
1184_at	102465801
154043_at	46326
1787_at	1028
93082_at	65098
56891_at	2176
136_at	2853
56729_at	5618
163183_at	67579
57695_at	12
219731_at	728558
56163_at	84376
8459_at	854245
4312_at	856605
80332_at	94120
7392_at	852266
375_at	2952
1297_at	11030
153733_at	33204
797_at	102465453
1144_at	2263
116987_at	70804
115209_at	102774
55107_at	30845
64123_at	9481
160140_at	70430
81671_at	55022
6146_at	851910
160777_at	104718
7564_at	856295
51247_at	133746
147798_at	37750
1013_at	4090
80868_at	100131998
5005_at	852872
153830_at	34544
1111_at	4684
4869_at	853025
8862_at	855748
223_at	7332
6815_at	850437
9730_at	854933
54974_at	55280
718_at	5654
55837_at	7170
5153_at	852741
7849_at	856019
5687_at	856754
80763_at	127700
6557_at	851475
9767_at	854921
83877_at	22926
65244_at	102723661
4018_at	1466494
259282_at	820316
6414_at	851615
58524_at	100132891
130507_at	58250
55530_at	89869
11183_at	853286
146212_at	34514
55339_at	32
84661_at	51177
865_at	6197
148189_at	38562
5355_at	850567
55317_at	441027
145946_at	34000
7375_at	852250
79571_at	57035
4254_at	854659
79778_at	26508
722_at	9125
158_at	11080
7090_at	852575
81577_at	100507513
8520_at	854212
51322_at	642852
83987_at	80127
6506_at	851515
92106_at	23759
57231_at	2767
51780_at	2029
5992_at	852089
9463_at	855184
6533_at	851494
57659_at	84872
5566_at	856863
51631_at	6809
55330_at	1522
79665_at	100505817
10077_at	850977
301_at	100508689
239_at	1509
10360_at	850633
9389_at	855292
64097_at	4781
56339_at	102723906
219749_at	63898
51301_at	116835
80308_at	284009
5691_at	856758
145226_at	32693
9746_at	854875
9733_at	854936
210_at	5330
143471_at	32183
152206_at	38243
162993_at	28040
51573_at	79894
10328_at	850645
7542_at	856320
10664_at	853787
147686_at	37580
246243_at	829804
7976_at	855873
665_at	6787
91151_at	65094
4200_at	854695
85453_at	246704
64852_at	100507206
8224_at	854511
84181_at	11103
10283_at	850718
253832_at	828878
113130_at	70093
9087_at	855505
129025_at	11990
10013_at	851005
6911_at	850344
4784_at	853133
552_at	392
147694_at	37594
5589_at	856841
54797_at	57578
10499_at	853949
11066_at	853400
10217_at	850787
6561_at	851478
7373_at	852302
51702_at	26207
54927_at	8891
1178_at	1719
6927_at	850308
64420_at	64786
11178_at	853280
6094_at	852006
64285_at	771
64786_at	448835
152756_at	35078
314_at	9488
8407_at	854331
148930_at	3346235
55609_at	4634
7621_at	856252
10730_at	853714
1762_at	5382
114049_at	215160
150275_at	42454
57828_at	7311
150771_at	43370
145501_at	33155
64426_at	80774
9572_at	855110
6821_at	850443
54494_at	7849
64084_at	641700
148423_at	39007
9177_at	855409
10803_at	853671
143384_at	41737
8645_at	854055
84890_at	9802
51805_at	64388
57161_at	63967
9425_at	855238
207063_at	83869
80256_at	100862671
11016_at	853452
1028_at	7156
202865_at	54788
8507_at	854199
54904_at	586
7060_at	852590
57594_at	5828
80010_at	387700
245934_at	830792
4175_at	854717
114788_at	68166
6579_at	851451
919_at	2768
9134_at	855461
6445_at	851595
56269_at	65080
8844_at	855778
135293_at	382056
238_at	6198
57572_at	100134259
5265_at	852644
57097_at	57609
5743_at	856715
